Dist_Code,Year,State_Code,State_Name,Dist_Name,NITROGEN_KHARIF,Nitro_Rabi,PHOSPHATE_KHARIF,PHOSPHATE_RABI,POTASH_KHARIF,POTASH_RABI,TOTAL_KHARIF,TOTAL_RABI
73,2013,5,Karnataka,Bellary,54340,36706,21706,17537,10258,8263,86304,62506
73,2014,5,Karnataka,Bellary,56497,47004,26989,18313,12825,11012,96311,76329
73,2015,5,Karnataka,Bellary,56243,28437,27134,16541,9300,7830,92677,52808
74,2005,5,Karnataka,Dharwad,42420,14547,27120,12844,11936,9394,81476,36785
74,2006,5,Karnataka,Dharwad,43736,14449,31511,13561,11249,7843,86496,35853
74,2007,5,Karnataka,Dharwad,45139,19054,28278,13004,17754,6961,91171,39019
74,2008,5,Karnataka,Dharwad,45690,21233,31868,19818,18765,8548,96323,49599
74,2009,5,Karnataka,Dharwad,50007,20406,40383,20111,16427,15338,106817,55855
74,2010,5,Karnataka,Dharwad,52564,26406,39230,19178,17147,7513,108941,53097
74,2011,5,Karnataka,Dharwad,50108,46098,31805,45327,6330,18059,88243,109484
74,2012,5,Karnataka,Dharwad,32246,32213,14889,16749,5242,9591,52377,58553
74,2013,5,Karnataka,Dharwad,48768,20322,19731,10710,9215,5083,77714,36115
74,2014,5,Karnataka,Dharwad,56244,23888,26849,13791,12305,6582,95398,44261
74,2015,5,Karnataka,Dharwad,54134,33358,27601,20873,8184,5092,89919,59323
75,2005,5,Karnataka,Belgaum,39777,30442,14218,15329,13708,16113,67703,61884
75,2006,5,Karnataka,Belgaum,48990,27251,23255,13887,14668,17352,86913,58490
75,2007,5,Karnataka,Belgaum,45674,33968,18888,11022,18842,14454,83404,59444
75,2008,5,Karnataka,Belgaum,44035,43967,27366,29077,29253,26847,100654,99891
75,2009,5,Karnataka,Belgaum,54904,44362,33134,24950,26162,32241,114200,101553
75,2010,5,Karnataka,Belgaum,57323,44164,41738,22382,28615,18098,127676,84644
75,2011,5,Karnataka,Belgaum,45928,55458,24875,37246,9202,26542,80005,119246
75,2012,5,Karnataka,Belgaum,35167,51169,18278,14072,13903,14548,67348,79789
75,2013,5,Karnataka,Belgaum,46378,46465,23178,18542,13356,16234,82912,81241
75,2014,5,Karnataka,Belgaum,44942,47539,19768,18788,17770,18676,82480,85003
75,2015,5,Karnataka,Belgaum,52280,40505,27463,17120,15777,9526,95520,67151
76,2005,5,Karnataka,Bijapur / Vijayapura,26016,24426,13010,13756,8469,12140,47495,50322
76,2006,5,Karnataka,Bijapur / Vijayapura,34088,27222,19684,12927,8363,11045,62135,51194
76,2007,5,Karnataka,Bijapur / Vijayapura,31872,28814,15186,14011,10726,8056,57784,50881
76,2008,5,Karnataka,Bijapur / Vijayapura,32090,36862,19504,21898,15029,12473,66623,71233
76,2009,5,Karnataka,Bijapur / Vijayapura,42904,34938,27065,18253,11722,20212,81691,73403
76,2010,5,Karnataka,Bijapur / Vijayapura,44100,35405,30718,19235,16115,13851,90933,68491
76,2011,5,Karnataka,Bijapur / Vijayapura,42687,47080,26158,33318,4927,18970,73772,99368
76,2012,5,Karnataka,Bijapur / Vijayapura,27647,49149,13041,20304,10475,12913,51163,82366
76,2013,5,Karnataka,Bijapur / Vijayapura,43095,37823,19993,17085,11714,10779,74802,65687
76,2014,5,Karnataka,Bijapur / Vijayapura,38604,36267,24534,13518,15029,13093,78167,62878
76,2015,5,Karnataka,Bijapur / Vijayapura,44585,34958,24860,13935,9689,6866,79134,55759
77,2005,5,Karnataka,Bidar,7029,3178,4989,2607,971,1658,12989,7443
77,2006,5,Karnataka,Bidar,8910,2227,6735,1933,1286,737,16931,4897
77,2007,5,Karnataka,Bidar,6259,2763,6743,1351,1323,874,14325,4988
77,2008,5,Karnataka,Bidar,6769,6579,7804,7700,2336,1229,16909,15508
77,2009,5,Karnataka,Bidar,7837,4692,7958,5113,2347,2435,18142,12240
77,2010,5,Karnataka,Bidar,11446,4353,12082,4132,2584,1133,26112,9618
77,2011,5,Karnataka,Bidar,9082,9358,10887,10336,1511,2952,21480,22646
77,2012,5,Karnataka,Bidar,6479,7900,3602,8198,2247,1689,12328,17787
77,2013,5,Karnataka,Bidar,9571,5391,3997,1998,909,1052,14477,8441
77,2014,5,Karnataka,Bidar,12266,3626,9590,3343,2192,1509,24048,8478
77,2015,5,Karnataka,Bidar,8684,4797,7676,4636,1534,454,17894,9887
78,2005,5,Karnataka,Raichur,51155,51081,26007,31442,17009,21449,94171,103972
78,2006,5,Karnataka,Raichur,54601,38509,28569,22771,15320,14923,98490,76203
78,2007,5,Karnataka,Raichur,63824,50752,30835,20524,22743,28308,117402,99584
78,2008,5,Karnataka,Raichur,60277,54205,29841,34311,21851,18128,111969,106644
78,2009,5,Karnataka,Raichur,66516,60119,38562,31748,20195,32112,125273,123979
78,2010,5,Karnataka,Raichur,73819,77316,59275,44570,20707,25319,153801,147205
78,2011,5,Karnataka,Raichur,76092,78759,44086,62219,9110,34254,129288,175232
78,2012,5,Karnataka,Raichur,66128,73562,25123,29391,14023,14550,105274,117503
78,2013,5,Karnataka,Raichur,78397,55721,29894,30004,17675,14218,125966,99943
78,2014,5,Karnataka,Raichur,75923,78261,36965,34545,19771,24265,132659,137071
78,2015,5,Karnataka,Raichur,80019,43932,40421,25786,17138,12776,137578,82494
79,2005,5,Karnataka,Gulbarga / Kalaburagi,23253,20915,20078,14530,3887,7374,47218,42819
79,2006,5,Karnataka,Gulbarga / Kalaburagi,28466,19585,24040,12535,5584,6530,58090,38650
79,2007,5,Karnataka,Gulbarga / Kalaburagi,28205,18469,21004,8149,7116,6037,56325,32655
79,2008,5,Karnataka,Gulbarga / Kalaburagi,27246,27455,26222,18914,8624,6269,62092,52638
79,2009,5,Karnataka,Gulbarga / Kalaburagi,32616,32852,30065,21496,8004,15482,70685,69830
79,2010,5,Karnataka,Gulbarga / Kalaburagi,34916,31200,37190,19537,8779,8887,80885,59624
79,2011,5,Karnataka,Gulbarga / Kalaburagi,34701,31056,27680,34440,2261,9507,64642,75003
79,2012,5,Karnataka,Gulbarga / Kalaburagi,26107,29956,14381,20157,6396,4715,46884,54828
79,2013,5,Karnataka,Gulbarga / Kalaburagi,36138,23452,22192,12047,5402,5935,63732,41434
79,2014,5,Karnataka,Gulbarga / Kalaburagi,38247,30388,29891,16781,10339,8883,78477,56052
79,2015,5,Karnataka,Gulbarga / Kalaburagi,38179,30165,31424,18869,5979,3618,75582,52652
80,2005,5,Karnataka,Dakshina Kannada,4958,3468,2254,2988,7014,3944,14226,10400
80,2006,5,Karnataka,Dakshina Kannada,6315,3183,2905,2248,7166,3754,16386,9185
80,2007,5,Karnataka,Dakshina Kannada,5498,2640,3037,1398,9102,3071,17637,7109
80,2008,5,Karnataka,Dakshina Kannada,6092,3686,3419,2167,5128,3210,14639,9063
80,2009,5,Karnataka,Dakshina Kannada,6991,3682,4948,2289,5351,4237,17290,10208
80,2010,5,Karnataka,Dakshina Kannada,5542,6372,2638,3700,3196,4461,11376,14533
80,2011,5,Karnataka,Dakshina Kannada,5576,5126,2700,2933,2481,5964,10757,14023
80,2012,5,Karnataka,Dakshina Kannada,5728,4926,2146,2316,3723,2713,11597,9955
80,2013,5,Karnataka,Dakshina Kannada,5080,3976,2072,1667,2617,2607,9769,8250
80,2014,5,Karnataka,Dakshina Kannada,6082,5380,3083,2629,3864,4420,13029,12429
80,2015,5,Karnataka,Dakshina Kannada,5476,5036,2260,3493,3645,4503,11381,13032
81,2005,5,Karnataka,Uttara Kannada,4333,1530,2161,1637,2046,1293,8540,4460
81,2006,5,Karnataka,Uttara Kannada,5048,1161,2964,1350,2223,1065,10235,3576
81,2007,5,Karnataka,Uttara Kannada,4338,1579,2225,1333,2104,1186,8667,4098
81,2008,5,Karnataka,Uttara Kannada,5981,2440,3515,3106,3115,1032,12611,6578
81,2009,5,Karnataka,Uttara Kannada,5695,2365,4704,2384,2276,1698,12675,6447
81,2010,5,Karnataka,Uttara Kannada,4762,2755,3585,1499,2775,1731,11122,5985
81,2011,5,Karnataka,Uttara Kannada,4660,2819,3434,2725,862,1639,8956,7183
81,2012,5,Karnataka,Uttara Kannada,3539,2482,1401,1388,1278,885,6218,4755
81,2013,5,Karnataka,Uttara Kannada,4714,2549,1947,1298,1352,859,8013,4706
81,2014,5,Karnataka,Uttara Kannada,5570,2541,2982,1345,2092,862,10644,4748
81,2015,5,Karnataka,Uttara Kannada,5948,4092,2652,1895,2018,1344,10618,7331
82,2005,5,Karnataka,Kodagu / Coorg,8713,4409,5262,3514,8493,3981,22468,11904
82,2006,5,Karnataka,Kodagu / Coorg,10554,5437,6683,2540,7267,3734,24504,11711
82,2007,5,Karnataka,Kodagu / Coorg,9740,6224,7184,2676,8684,3572,25608,12472
82,2008,5,Karnataka,Kodagu / Coorg,11131,6660,5880,4944,10110,3567,27121,15171
82,2009,5,Karnataka,Kodagu / Coorg,13246,6415,8072,4484,11172,9936,32490,20835
82,2010,5,Karnataka,Kodagu / Coorg,12585,9019,10136,5367,10125,4905,32846,19291
82,2011,5,Karnataka,Kodagu / Coorg,9837,10980,8333,10738,5517,11268,23687,32986
82,2012,5,Karnataka,Kodagu / Coorg,6879,7378,3004,4729,6752,5291,16635,17398
82,2013,5,Karnataka,Kodagu / Coorg,12087,6215,6863,4197,8362,4294,27312,14706
82,2014,5,Karnataka,Kodagu / Coorg,11237,8390,6893,4265,8802,5780,26932,18435
82,2015,5,Karnataka,Kodagu / Coorg,13147,9070,8044,5202,10922,6620,32113,20892
83,2005,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,17742,26622,9430,10902,9673,14038,36845,51562
83,2006,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,21179,21508,10405,9836,8274,5497,39858,36841
83,2007,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,10759,26062,5278,15298,3560,18228,19597,59588
83,2008,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,12564,24887,6623,12637,14028,9318,33215,46842
83,2009,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,15620,27590,7997,9820,3882,9363,27499,46773
83,2010,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,16273,28415,13738,12437,4165,8457,34176,49309
83,2011,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,15498,24793,8786,10579,2089,7368,26373,42740
83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,15212,26977,6794,7893,1858,5015,23864,39885
83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,17813,26143,6007,8118,2947,4683,26767,38944
83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,16681,25449,5105,9650,2336,4533,24122,39632
83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,14032,30910,5615,11171,2161,5636,21808,47717
84,2005,11,Tamil Nadu,South Arcot / Cuddalore,28156,43814,16548,21053,13920,20472,58624,85339
84,2006,11,Tamil Nadu,South Arcot / Cuddalore,35478,35742,20225,15188,12300,15920,68003,66850
84,2007,11,Tamil Nadu,South Arcot / Cuddalore,21292,34658,10812,9881,10525,14089,42629,58628
84,2008,11,Tamil Nadu,South Arcot / Cuddalore,26367,41353,9351,11356,13432,24117,49150,76826
84,2009,11,Tamil Nadu,South Arcot / Cuddalore,26800,46127,11280,14205,13048,25073,51128,85405
84,2010,11,Tamil Nadu,South Arcot / Cuddalore,29198,51412,14153,17119,16075,21128,59426,89659
84,2011,11,Tamil Nadu,South Arcot / Cuddalore,43456,51136,17379,22453,6873,22979,67708,96568
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,35092,55016,15415,18713,5510,13989,56017,87718
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,36989,50601,11510,16849,8989,12860,57488,80310
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,38254,56354,12782,20014,11788,15727,62824,92095
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,37420,68236,12717,24131,10174,14783,60311,107150
85,2005,11,Tamil Nadu,North Arcot / Vellore,21135,32624,10648,13169,7375,10561,39158,56354
85,2006,11,Tamil Nadu,North Arcot / Vellore,26971,32190,12954,13782,6600,12018,46525,57990
85,2007,11,Tamil Nadu,North Arcot / Vellore,18306,40979,8860,15016,9801,17103,36967,73098
85,2008,11,Tamil Nadu,North Arcot / Vellore,26005,45034,9300,12504,14294,17879,49599,75417
85,2009,11,Tamil Nadu,North Arcot / Vellore,22355,41870,11835,13724,8465,20834,42655,76428
85,2010,11,Tamil Nadu,North Arcot / Vellore,23203,48459,11001,17270,8584,17948,42788,83677
85,2011,11,Tamil Nadu,North Arcot / Vellore,32462,45706,14643,19248,6309,15664,53414,80618
85,2012,11,Tamil Nadu,North Arcot / Vellore,28074,47473,11570,14546,7294,8624,46938,70643
85,2013,11,Tamil Nadu,North Arcot / Vellore,28916,39261,9101,11705,8136,6940,46153,57906
85,2014,11,Tamil Nadu,North Arcot / Vellore,22801,38851,6903,13886,5040,9469,34744,62206
85,2015,11,Tamil Nadu,North Arcot / Vellore,20552,62521,7784,19858,4701,10640,33037,93019
86,2005,11,Tamil Nadu,Salem,13939,21310,9008,10765,12327,17358,35274,49433
86,2006,11,Tamil Nadu,Salem,22700,27615,12326,14501,13039,16211,48065,58327
86,2007,11,Tamil Nadu,Salem,20626,28806,13082,12858,19193,12825,52901,54489
86,2008,11,Tamil Nadu,Salem,24966,37168,12083,17092,20803,20210,57852,74470
86,2009,11,Tamil Nadu,Salem,27509,32898,17347,15655,17703,18323,62559,66876
86,2010,11,Tamil Nadu,Salem,26013,38033,17430,20615,24179,19396,67622,78044
86,2011,11,Tamil Nadu,Salem,32226,41093,22166,23979,8024,22866,62416,87938
86,2012,11,Tamil Nadu,Salem,25804,31892,14270,15743,10413,10376,50487,58011
86,2013,11,Tamil Nadu,Salem,24784,25425,10558,13851,8841,10062,44183,49338
86,2014,11,Tamil Nadu,Salem,23104,38193,11817,15463,12736,10490,47657,64146
86,2015,11,Tamil Nadu,Salem,26038,41216,13293,20992,11681,11986,51012,74194
87,2005,11,Tamil Nadu,Coimbatore,24008,37244,12423,15533,15695,22691,52126,75468
87,2006,11,Tamil Nadu,Coimbatore,30080,28871,14850,15103,13020,24790,57950,68764
87,2007,11,Tamil Nadu,Coimbatore,25302,33274,13686,10196,24784,17173,63772,60643
87,2008,11,Tamil Nadu,Coimbatore,25019,29308,10460,12114,20986,19830,56465,61252
87,2009,11,Tamil Nadu,Coimbatore,23763,28456,12314,10950,16631,20783,52708,60189
87,2010,11,Tamil Nadu,Coimbatore,22324,34922,12544,11746,17583,18755,52451,65423
87,2011,11,Tamil Nadu,Coimbatore,23921,31633,13672,14413,9002,23561,46595,69607
87,2012,11,Tamil Nadu,Coimbatore,20266,25630,8749,8411,8878,9194,37892,43235
87,2013,11,Tamil Nadu,Coimbatore,20859,19174,7706,6824,11123,8543,39687,34540
87,2014,11,Tamil Nadu,Coimbatore,17259,29037,8368,11012,13197,13063,38823,53112
87,2015,11,Tamil Nadu,Coimbatore,20698,31418,8339,12798,13436,12081,42472,56296
88,2005,11,Tamil Nadu,Tiruchirapalli / Trichy,27770,42991,17626,22553,16957,24819,62353,90364
88,2006,11,Tamil Nadu,Tiruchirapalli / Trichy,36171,52259,21693,24862,14411,42092,72275,119213
88,2007,11,Tamil Nadu,Tiruchirapalli / Trichy,42017,58437,24760,22934,31438,32201,98215,113571
88,2008,11,Tamil Nadu,Tiruchirapalli / Trichy,47744,57834,25548,19316,31134,36522,104425,113671
88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,41205,54787,24144,18620,20188,36809,85537,110215
88,2010,11,Tamil Nadu,Tiruchirapalli / Trichy,37445,58466,21786,21302,23125,28166,82356,107933
88,2011,11,Tamil Nadu,Tiruchirapalli / Trichy,46887,60901,25963,28373,11341,36333,84190,125606
88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,39098,44313,18641,14854,10679,13952,68418,73119
88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,36194,41989,15778,13311,10479,14748,62451,70048
88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,31109,53150,14153,19056,13969,18132,59231,90338
88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,37837,54027,18427,22389,16029,17743,72293,94159
89,2005,11,Tamil Nadu,Thanjavur,36841,57806,14578,18415,13932,20823,65350,97042
89,2006,11,Tamil Nadu,Thanjavur,46906,35540,18067,11991,12240,22747,77213,70277
89,2007,11,Tamil Nadu,Thanjavur,35289,37490,17573,8594,21242,16901,74104,62986
89,2008,11,Tamil Nadu,Thanjavur,45860,48837,18936,16686,21782,21316,86580,86839
89,2009,11,Tamil Nadu,Thanjavur,41570,53925,20314,17982,14945,26912,76829,98820
89,2010,11,Tamil Nadu,Thanjavur,39153,47164,19063,14649,16146,20695,74362,82508
89,2011,11,Tamil Nadu,Thanjavur,49071,50951,22539,21657,8284,25154,79895,97762
89,2012,11,Tamil Nadu,Thanjavur,29122,44677,13045,10530,5759,10584,47926,65791
89,2013,11,Tamil Nadu,Thanjavur,45619,47060,17642,12217,10208,13493,73469,72770
89,2014,11,Tamil Nadu,Thanjavur,39539,57238,15806,15671,11047,15702,66393,88611
89,2015,11,Tamil Nadu,Thanjavur,46298,54833,16992,19708,13626,13400,76916,87942
90,2005,11,Tamil Nadu,Madurai,20860,31269,11412,13052,11069,15776,43341,60097
90,2006,11,Tamil Nadu,Madurai,25302,28251,12509,11217,8895,12117,46706,51585
90,2007,11,Tamil Nadu,Madurai,16419,30492,9383,9205,8435,16097,34237,55794
90,2008,11,Tamil Nadu,Madurai,23465,43678,11213,12721,14348,23648,49026,80047
90,2009,11,Tamil Nadu,Madurai,22940,36594,13080,12427,12453,20945,48473,69966
90,2010,11,Tamil Nadu,Madurai,21527,41867,10033,16135,10718,20310,42278,78312
90,2011,11,Tamil Nadu,Madurai,23242,42680,12954,17986,7690,21415,43886,82081
90,2012,11,Tamil Nadu,Madurai,22102,23057,10392,9150,4858,8100,37352,40307
90,2013,11,Tamil Nadu,Madurai,19419,19745,9259,8096,5706,7523,34384,35364
90,2014,11,Tamil Nadu,Madurai,14665,31978,7379,12946,4682,10027,26726,54951
90,2015,11,Tamil Nadu,Madurai,19479,32447,9122,13093,8860,8895,37461,54435
91,2005,11,Tamil Nadu,Ramananthapuram,10625,16516,4209,5227,3395,4831,18229,26574
91,2006,11,Tamil Nadu,Ramananthapuram,13113,17090,4926,4974,2625,3341,20664,25405
91,2007,11,Tamil Nadu,Ramananthapuram,5469,13723,3741,2929,2328,4171,11538,20823
91,2008,11,Tamil Nadu,Ramananthapuram,10282,22326,5157,8298,2699,7265,18138,37889
91,2009,11,Tamil Nadu,Ramananthapuram,7655,20261,5618,5947,2326,6908,15599,33116
91,2010,11,Tamil Nadu,Ramananthapuram,5575,22074,3593,7371,1741,6727,10909,36172
91,2011,11,Tamil Nadu,Ramananthapuram,6355,22751,3607,6680,1073,6335,11035,35766
91,2012,11,Tamil Nadu,Ramananthapuram,8647,13970,5193,3497,1320,3033,15160,20500
91,2013,11,Tamil Nadu,Ramananthapuram,6307,7127,3098,2318,749,1677,10154,11122
91,2014,11,Tamil Nadu,Ramananthapuram,4692,17754,1485,5308,696,4872,6873,27934
91,2015,11,Tamil Nadu,Ramananthapuram,9449,22122,4486,6667,1088,3764,15023,32553
92,2005,11,Tamil Nadu,Thirunelveli,14682,22844,6501,8177,6905,10059,28088,41080
92,2006,11,Tamil Nadu,Thirunelveli,18077,22375,7623,8251,5669,10351,31369,40977
92,2007,11,Tamil Nadu,Thirunelveli,13097,23607,6330,4275,7351,10166,26778,38048
92,2008,11,Tamil Nadu,Thirunelveli,17873,27359,7669,10787,8513,12981,34055,51127
92,2009,11,Tamil Nadu,Thirunelveli,15705,26493,7761,8193,7141,12513,30607,47199
92,2010,11,Tamil Nadu,Thirunelveli,17057,23052,8010,5628,6255,8610,31322,37290
92,2011,11,Tamil Nadu,Thirunelveli,12218,26165,5947,10271,1876,13569,20041,50005
92,2012,11,Tamil Nadu,Thirunelveli,13061,17027,7374,5562,1663,4264,22098,26853
92,2013,11,Tamil Nadu,Thirunelveli,11776,13768,4644,5001,2646,4100,19066,22869
92,2014,11,Tamil Nadu,Thirunelveli,10275,24869,4099,8528,2094,5138,16468,38535
92,2015,11,Tamil Nadu,Thirunelveli,15512,27056,6204,8548,3281,5676,24997,41280
93,2005,11,Tamil Nadu,The Nilgiris,1558,2266,635,711,1823,2720,4016,5697
93,2006,11,Tamil Nadu,The Nilgiris,1786,1414,679,861,1531,2753,3996,5028
93,2007,11,Tamil Nadu,The Nilgiris,2431,917,989,401,2247,1300,5667,2618
93,2008,11,Tamil Nadu,The Nilgiris,2228,1469,1097,730,3163,1376,6488,3575
93,2009,11,Tamil Nadu,The Nilgiris,3326,1480,811,383,2500,1793,6637,3656
93,2010,11,Tamil Nadu,The Nilgiris,2018,2375,398,419,1510,1601,3926,4395
93,2011,11,Tamil Nadu,The Nilgiris,2354,1487,1104,464,1294,1388,4752,3339
93,2012,11,Tamil Nadu,The Nilgiris,1836,1242,328,219,827,1404,2991,2865
93,2013,11,Tamil Nadu,The Nilgiris,2395,1294,452,194,1445,892,4292,2380
93,2014,11,Tamil Nadu,The Nilgiris,1321,1538,209,226,1493,699,3023,2463
93,2015,11,Tamil Nadu,The Nilgiris,1104,1440,389,259,1615,1016,3108,2715
94,2005,11,Tamil Nadu,Kanyakumari,2686,3939,1682,1859,2776,3858,7144,9656
94,2006,11,Tamil Nadu,Kanyakumari,3150,2415,1470,1361,2086,1822,6706,5598
94,2007,11,Tamil Nadu,Kanyakumari,2060,1829,1405,636,2112,925,5577,3390
94,2008,11,Tamil Nadu,Kanyakumari,1910,3154,1581,1725,2144,1763,5635,6642
94,2009,11,Tamil Nadu,Kanyakumari,2601,3427,1417,1881,2587,2485,6605,7793
94,2010,11,Tamil Nadu,Kanyakumari,3962,3195,1598,1875,2414,1817,7974,6887
94,2011,11,Tamil Nadu,Kanyakumari,3960,4341,2361,2405,1233,2887,7554,9633
94,2012,11,Tamil Nadu,Kanyakumari,2450,2587,997,1137,673,913,4120,4637
94,2013,11,Tamil Nadu,Kanyakumari,3656,3037,1595,1278,1148,1258,6399,5573
94,2014,11,Tamil Nadu,Kanyakumari,3349,3857,1795,1620,1699,1567,6843,7044
94,2015,11,Tamil Nadu,Kanyakumari,3700,4389,1421,2160,1739,1054,6860,7603
96,2005,7,Maharashtra,Thane,11192,5350,1178,1377,791,1560,13161,8287
96,2006,7,Maharashtra,Thane,13089,5876,1641,1310,979,1639,15709,8825
96,2007,7,Maharashtra,Thane,14335,6216,1517,1141,1190,1667,17042,9024
96,2008,7,Maharashtra,Thane,12631,5467,1016,1043,1004,862,14651,7372
96,2009,7,Maharashtra,Thane,13042,4821,2260,1086,863,920,16165,6827
96,2010,7,Maharashtra,Thane,12052,3209,1576,1193,1197,738,14825,5140
96,2011,7,Maharashtra,Thane,10854,4390,1003,1465,774,887,12631,6742
96,2012,7,Maharashtra,Thane,12550,4172,1140,1078,975,936,14665,6186
96,2013,7,Maharashtra,Thane,12547,4886,1352,1642,889,1223,14788,7751
96,2014,7,Maharashtra,Thane,13026,5906,959,1528,861,1255,14846,8689
96,2015,7,Maharashtra,Thane,13658,5233,894,1686,656,1187,15208,8106
97,2005,7,Maharashtra,Raigad,8446,2651,574,507,314,390,9334,3548
97,2006,7,Maharashtra,Raigad,9877,2912,799,482,389,410,11065,3804
97,2007,7,Maharashtra,Raigad,10776,2474,739,1159,475,1005,11990,4638
97,2008,7,Maharashtra,Raigad,9161,2189,1621,843,478,518,11260,3550
97,2009,7,Maharashtra,Raigad,9816,2170,1296,342,2477,596,13589,3108
97,2010,7,Maharashtra,Raigad,9317,2396,1123,1569,512,1182,10952,5147
97,2011,7,Maharashtra,Raigad,9181,2373,669,636,402,428,10252,3437
97,2012,7,Maharashtra,Raigad,9340,2103,829,1076,263,754,10432,3933
97,2013,7,Maharashtra,Raigad,8685,2614,1066,1886,833,791,10584,5291
97,2014,7,Maharashtra,Raigad,10171,3424,656,1161,757,635,11584,5220
97,2015,7,Maharashtra,Raigad,10007,2712,1338,651,923,489,12268,3852
98,2005,7,Maharashtra,Ratnagiri,10785,666,2479,284,2235,261,15499,1211
98,2006,7,Maharashtra,Ratnagiri,12613,731,3454,271,2767,274,18834,1276
98,2007,7,Maharashtra,Ratnagiri,14062,1364,3359,242,3421,228,20842,1834
98,2008,7,Maharashtra,Ratnagiri,9616,727,3093,476,2525,336,15234,1539
98,2009,7,Maharashtra,Ratnagiri,10079,1024,2792,2182,2099,477,14970,3683
98,2010,7,Maharashtra,Ratnagiri,15771,1162,6251,835,3593,381,25615,2378
98,2011,7,Maharashtra,Ratnagiri,9738,1403,3105,1071,1295,570,14138,3044
98,2012,7,Maharashtra,Ratnagiri,10246,549,2335,328,1760,272,14341,1149
98,2013,7,Maharashtra,Ratnagiri,9664,1304,1894,508,1423,454,12981,2266
98,2014,7,Maharashtra,Ratnagiri,10068,966,2368,338,1913,383,14349,1687
98,2015,7,Maharashtra,Ratnagiri,10409,2956,2508,1706,2054,897,14971,5559
99,2005,7,Maharashtra,Nasik,31913,35416,14383,23377,5322,10328,51618,69121
99,2006,7,Maharashtra,Nasik,37322,38898,20035,22243,6590,10856,63947,71997
99,2007,7,Maharashtra,Nasik,41408,35344,19889,18819,9843,11690,71140,65853
99,2008,7,Maharashtra,Nasik,45078,40471,26144,25961,11823,9970,83045,76402
99,2009,7,Maharashtra,Nasik,52472,39386,31957,21551,11471,14578,95900,75515
99,2010,7,Maharashtra,Nasik,51609,42737,39088,23508,13576,12370,104273,78615
99,2011,7,Maharashtra,Nasik,49417,36728,33076,26259,6313,11605,88806,74592
99,2012,7,Maharashtra,Nasik,44832,32265,21974,17113,9055,9736,75861,59114
99,2013,7,Maharashtra,Nasik,52344,39487,26074,25126,10365,11905,88783,76518
99,2014,7,Maharashtra,Nasik,45579,43945,24259,23302,14325,11793,84163,79040
99,2015,7,Maharashtra,Nasik,46835,34075,23968,26470,11001,13207,81804,73752
100,2005,7,Maharashtra,Dhule,35660,17310,8901,7977,4221,5562,48782,30849
100,2006,7,Maharashtra,Dhule,41704,19012,12400,7590,5226,5847,59330,32449
100,2007,7,Maharashtra,Dhule,46043,25170,13048,6804,7726,6803,66817,38777
100,2008,7,Maharashtra,Dhule,44601,23164,15837,8902,12067,5245,72505,37311
100,2009,7,Maharashtra,Dhule,43691,28554,17017,11145,9316,12026,70024,51725
100,2010,7,Maharashtra,Dhule,40898,32186,24425,11035,13928,11570,79251,54791
100,2011,7,Maharashtra,Dhule,45121,24063,17068,12849,4225,10422,66414,47334
100,2012,7,Maharashtra,Dhule,42838,29234,14876,9681,11391,7941,69105,46856
100,2013,7,Maharashtra,Dhule,48758,30377,12795,12679,13112,7560,74665,50616
100,2014,7,Maharashtra,Dhule,45961,31535,15873,10157,15261,8960,77095,50652
100,2015,7,Maharashtra,Dhule,47837,30612,15949,15073,15858,12251,79644,57936
101,2005,7,Maharashtra,Jalgaon,48000,21918,22328,14677,19464,16537,89792,53132
101,2006,7,Maharashtra,Jalgaon,56136,24072,31104,13966,24100,17384,111340,55422
101,2007,7,Maharashtra,Jalgaon,62758,31580,31829,16258,32739,21469,127326,69307
101,2008,7,Maharashtra,Jalgaon,73605,37142,33350,20410,37411,21715,144366,79267
101,2009,7,Maharashtra,Jalgaon,77124,46218,42757,22380,31683,30473,151564,99071
101,2010,7,Maharashtra,Jalgaon,62053,76824,44347,37008,44539,45302,150939,159134
101,2011,7,Maharashtra,Jalgaon,69421,32729,33358,19153,16227,27103,119006,78985
101,2012,7,Maharashtra,Jalgaon,61543,31993,24182,13605,30150,15362,115875,60960
